小类编码,小类名称,商品单价
120102,根茎,7.8
301608,软抽纸巾,8.9
120313,其它水果,5.96
120301,柑桔柚类,15.98
120102,根茎,7.6
120101,叶菜,2.56
130603,中式水产熟菜,28
120313,其它水果,30
220601,牛肉干,10.9
220905,黑/纯巧克力,17
120102,根茎,3.8
230102,原味型,6.9
120106,菌菇类,6.56
201111,料酒,1.9
150503,冷藏果粒酸乳,8.9
120313,其它水果,30
120103,芽菜,1.48
120303,梨类,3.18
220405,山楂,4.9
120204,豆干豆皮,6.96
331906,记号笔,3.3
120103,芽菜,2.78
220799,其他糖果,49.8
221099,其他果冻,13.8
120101,叶菜,12
301603,无芯纸,15.5
300801,洗发水,15.9
200805,香辛粉,4.7
130801,现制蒸类,6
220601,牛肉干,12.9
301606,手帕纸,6.7
150101,香肠类,1
120106,菌菇类,9
151304,原味馒头,4.3
220106,钙奶,3.7
340301,盒装男内裤,60
120101,叶菜,6
151805,利乐枕纯奶,2.7
220513,香瓜子,8.6
220513,香瓜子,17
200803,鸡精,18.9
200902,功能盐,2.3
201107,滴醋,1
301603,无芯纸,14.5
300702,功能性香皂,1.9
120307,蕉类,5.96
120101,叶菜,2.56
120102,根茎,3.96
150501,冷藏原味酸乳,4.2
220606,海苔,2.2
301701,儿童纸尿裤,12.9
220111,趣味/休闲,8.9
120104,花果,12
220708,凝胶糖,3
120309,进口水果,17.6
301106,手足保养品,3.9
120104,花果,1.98
151805,利乐枕纯奶,2.7
301603,无芯纸,1.7
120104,花果,1.8
120102,根茎,3.96
120101,叶菜,4.98
110107,贝蛤类,30
120102,根茎,2.56
120102,根茎,3.96
200606,豆,14.9
120204,豆干豆皮,7.76
343107,鞋窝,35
201302,辣酱,7.7
120102,根茎,60
301608,软抽纸巾,8.9
151801,利乐砖纯奶,3
301608,软抽纸巾,6.9
120102,根茎,3.96
200501,挂面,8.5
120307,蕉类,5.96
220202,蛋糕,51.6
200709,粉丝/条,6.8
120303,梨类,3.18
201201,芝麻油,24.9
201105,香醋,7.5
150503,冷藏果粒酸乳,6.9
120201,豆腐,1.5
120313,其它水果,30
120501,咸菜干货,2
120101,叶菜,4.98
120205,豆类料理,12
120305,瓜类,3.98
150302,冷藏禽类,2.3
230304,植物蛋白饮料,11.3
120102,根茎,2.56
120101,叶菜,5.6
220101,苏打,3.5
120204,豆干豆皮,7.76
120102,根茎,7.96
301301,成人牙膏,23.9
210402,奶茶饮品,3
220905,黑/纯巧克力,17
230705,乳酸菌饮料,7.5
200508,意大利面,13.3
120101,叶菜,2.56
220601,牛肉干,10.9
220801,无糖口香糖,10.9
201201,芝麻油,13.9
200607,杂粮,13.8
120102,根茎,3.96
152101,新鲜蛋品,6.78
130101,凉拌素食,20
120104,花果,5.8
120302,苹果类,10
332301,便签本,3.7
220605,鱼类,1
120101,叶菜,5.6
120106,菌菇类,6.56
120104,花果,1.98
120313,其它水果,30
150302,冷藏禽类,2.3
120104,花果,12
220701,硬糖,71
120109,其它蔬菜,2
220113,进口饼干,8.9
301609,湿巾纸,10.7
220101,苏打,3.5
130603,中式水产熟菜,28
220208,散称糕点,33.8
201102,生抽酱油,8.9
120104,花果,2.58
120109,其它蔬菜,7.96
231702,进口果汁,19.9
120104,花果,1.8
231201,普通黄酒,8.9
120104,花果,12
120104,花果,5.8
151802,利乐砖加味奶,5
220605,鱼类,1
120102,根茎,7.6
130101,凉拌素食,20
130801,现制蒸类,6
201401,榨菜,2.3
120101,叶菜,1.96
220302,袋装薯片,3.6
201002,调和油,59.9
120201,豆腐,2
120109,其它蔬菜,7.96
120303,梨类,11.98
120303,梨类,4
120104,花果,2.58
120104,花果,4.98
100101,鲜猪肉,29.8
120101,叶菜,12
120104,花果,5.6
120104,花果,5.6
120104,花果,9.6
150802,冷冻年糕,7.7
130101,凉拌素食,20
220906,果仁巧克力,47
120106,菌菇类,9
120301,柑桔柚类,2
340301,盒装男内裤,34.9
340305,男内衣裤套装,129
151005,海鲜水饺,40.9
120101,叶菜,6.56
230901,国产黄啤,2.7
200805,香辛粉,6.7
200301,牛肉口味,3
120313,其它水果,30
120104,花果,9.96
120104,花果,5.6
301701,儿童纸尿裤,33.7
152101,新鲜蛋品,6.78
120102,根茎,6.56
200301,牛肉口味,5.7
152101,新鲜蛋品,6.78
210301,咖啡,23.3
120102,根茎,1.96
120303,梨类,4
120301,柑桔柚类,9
120302,苹果类,17.8
120103,芽菜,1.76
220401,葡萄干,14.9
151904,外送中式糕点,5.9
120301,柑桔柚类,2
201102,生抽酱油,4.3
120109,其它蔬菜,2
120104,花果,12
120101,叶菜,2.56
120102,根茎,5.56
201401,榨菜,1.7
200501,挂面,6.3
120102,根茎,7.6
301301,成人牙膏,9.9
120101,叶菜,6
220512,豆类,29.6
130101,凉拌素食,20
130102,凉拌荤食,35.6
120102,根茎,7.6
201499,其它酱菜,11.8
120104,花果,1.6
220906,果仁巧克力,9
120107,有机蔬菜,5
220202,蛋糕,8.9
340301,盒装男内裤,31.9
201301,番茄酱,7.9
201404,蔬菜,2.3
120104,花果,1.8
200199,其他袋装面,1.3
120102,根茎,60
220104,曲奇,4.3
120102,根茎,5.8
231602,国产省外香烟,25
220299,其他糕点,51.8
220512,豆类,3.9
300602,洗衣液,17.9
220405,山楂,25.8
300601,洗衣粉,15.9
220403,梅,10.9
301804,卫生护垫,9.9
120102,根茎,1.96
120104,花果,7.6
201302,辣酱,7.7
201301,番茄酱,6.9
120302,苹果类,7.98
100604,腌腊香肠,39.8
220701,硬糖,23.8
200606,豆,9.9
220515,南瓜子,8.9
220304,薯条,3.5
120302,苹果类,11.98
120101,叶菜,5.6
120101,叶菜,6
151802,利乐砖加味奶,3.5
120104,花果,2.58
120105,鲜调味,3.56
200804,其他鲜味精,8.2
220101,苏打,12.9
220599,其他炒货,35.8
301801,日用卫生巾,7.7
301601,卷筒纸,15.3
120313,其它水果,10
200601,散称白米,4.2
130801,现制蒸类,6
120102,根茎,3.96
130101,凉拌素食,20
120303,梨类,3.18
120106,菌菇类,9
120307,蕉类,5.96
120105,鲜调味,5.98
120204,豆干豆皮,7.76
120201,豆腐,2
120109,其它蔬菜,2
220301,米制点心,8.7
200705,桂圆,31.7
120104,花果,1.98
301603,无芯纸,15.7
220205,中式糕点,39.6
120101,叶菜,3.96
220103,威化,19.8
130101,凉拌素食,20
120102,根茎,3.96
120102,根茎,7.6
200601,散称白米,5.58
120101,叶菜,3.96
120105,鲜调味,6.56
151503,火锅丸类,32.6
120109,其它蔬菜,7.96
200709,粉丝/条,4.3
301608,软抽纸巾,8.9
220205,中式糕点,39.6
220208,散称糕点,19
200101,牛肉口味,2.5
201111,料酒,1.1
120303,梨类,3.18
120204,豆干豆皮,7.76
120102,根茎,2.56
120301,柑桔柚类,15.98
220409,果蔬干,14.9
220302,袋装薯片,3.9
120102,根茎,3.96
120305,瓜类,3.98
200603,常规面粉,17.9
120501,咸菜干货,2
120201,豆腐,1.5
150102,棒状火腿,13.3
120101,叶菜,5.6
120102,根茎,2.56
311106,油壶,12
200601,散称白米,5.58
301608,软抽纸巾,9.7
151801,利乐砖纯奶,90
120106,菌菇类,6.56
300801,洗发水,26.9
100104,猪骨,41.8
200902,功能盐,2.3
200902,功能盐,2.8
201499,其它酱菜,9.8
220607,豆干类,1.3
100101,鲜猪肉,29.8
120101,叶菜,5.56
120104,花果,5.8
152101,新鲜蛋品,8.5
200809,淀/酵/碱粉,3.3
220605,鱼类,5.9
200706,红枣,37.8
220205,中式糕点,19.6
200902,功能盐,2.3
120102,根茎,1.8
120102,根茎,2.56
210202,包装茶,6.7
312199,其他家事收纳,14
220201,派,12
152101,新鲜蛋品,75
120104,花果,5.6
220208,散称糕点,39.8
220499,其他蜜饯,29.8
120313,其它水果,11.98
120102,根茎,3.96
220607,豆干类,1.3
120104,花果,6.56
120104,花果,9.6
120204,豆干豆皮,7.76
150504,冷藏乳酸菌,12.9
200608,杂粮粉,4.4
220107,酥性,19.6
110107,贝蛤类,30
200301,牛肉口味,3.9
220111,趣味/休闲,4.3
120102,根茎,7.8
120104,花果,2.58
200706,红枣,37.8
200602,袋装白米,71.9
120101,叶菜,5.6
130603,中式水产熟菜,28
120102,根茎,3.96
120309,进口水果,17.6
120309,进口水果,10
230705,乳酸菌饮料,3.3
120201,豆腐,1.5
120102,根茎,1.96
120104,花果,2.58
120303,梨类,3.18
301606,手帕纸,6.9
150504,冷藏乳酸菌,9.9
150509,冷藏进口乳品,24.9
301405,绷带/纱布,1
120102,根茎,3.96
120102,根茎,2.56
120101,叶菜,5.8
152101,新鲜蛋品,6.78
120102,根茎,3.96
100101,鲜猪肉,27.8
150505,冷藏营养酸乳,8.3
130101,凉拌素食,20
152101,新鲜蛋品,6.78
120104,花果,2.58
130201,卤制畜类,90
120104,花果,2.58
120106,菌菇类,9
120104,花果,1.8
120105,鲜调味,6.56
120201,豆腐,2.96
201111,料酒,1.9
120101,叶菜,6.56
120102,根茎,7.6
200703,菇类,124
120102,根茎,5.8
231602,国产省外香烟,7.5
120204,豆干豆皮,7.76
120104,花果,9.6
220502,带壳花生,11.8
201401,榨菜,1.9
120102,根茎,3.96
230703,纯味酸乳饮,4.9
100101,鲜猪肉,27.8
200902,功能盐,3.2
220801,无糖口香糖,9.9
220208,散称糕点,19
120101,叶菜,5.6
301801,日用卫生巾,12.7
220399,其他膨化点心,2.9
151899,其他常温乳品,10.8
301802,夜用卫生巾,7.5
120104,花果,5.8
120101,叶菜,12
200607,杂粮,18.3
120102,根茎,3.96
201103,凉拌酱油,18.9
120301,柑桔柚类,2
200601,散称白米,5.58
312601,粘钩,17
220199,其他饼干,59.8
120201,豆腐,2.96
220401,葡萄干,33.8
231201,普通黄酒,11.3
120104,花果,9.6
120302,苹果类,17.8
200607,杂粮,30.9
200907,功能糖,9.9
120102,根茎,5
220201,派,9.5
120102,根茎,3.8
231102,普通低度白酒,15.9
200105,干脆面,0.5
120102,根茎,3.96
120205,豆类料理,21.6
120102,根茎,2.56
120101,叶菜,5.6
120303,梨类,3.18
150505,冷藏营养酸乳,9.9
120104,花果,2.58
120102,根茎,3.96
120104,花果,5.8
220608,肉松,9.5
120102,根茎,3.96
100104,猪骨,41.8
152101,新鲜蛋品,6.78
120309,进口水果,15.9
150505,冷藏营养酸乳,4.5
231103,普通高度白酒,10.3
311812,水桶,16
220202,蛋糕,5.9
220307,进口膨化,8.9
301804,卫生护垫,3.9
120104,花果,7.6
120106,菌菇类,16.8
120301,柑桔柚类,2
220599,其他炒货,35
220802,有糖口香糖,1.5
151813,利乐砖乳酸菌,5.5
120102,根茎,3.96
220208,散称糕点,39.8
120102,根茎,3.96
220199,其他饼干,59.8
220208,散称糕点,39.8
220208,散称糕点,39.8
200906,冰糖,5.9
220203,蛋卷,4.7
301802,夜用卫生巾,6.7
200704,蔬菜,15.9
301804,卫生护垫,3.9
151801,利乐砖纯奶,90
120102,根茎,16
301801,日用卫生巾,6.9
301802,夜用卫生巾,6.3
151802,利乐砖加味奶,3.5
200901,普通盐,1.5
120313,其它水果,5.96
120313,其它水果,30
201499,其它酱菜,9.8
201401,榨菜,0.5
120104,花果,2.58
120106,菌菇类,18
120301,柑桔柚类,10
120104,花果,1.6
200902,功能盐,2.8
220107,酥性,3.7
210601,蜂蜜,39
120106,菌菇类,6.56
120201,豆腐,2.96
120104,花果,2.58
201112,槽/醉料,5.9
100101,鲜猪肉,29.8
120301,柑桔柚类,9
120102,根茎,3.96
120102,根茎,5
120101,叶菜,3.96
120201,豆腐,2.96
220303,罐装薯片,15.9
151701,猪肉火腿肠,3.3
120204,豆干豆皮,9.96
231401,白兰地,16.3
120104,花果,7.8
120102,根茎,3.96
120104,花果,12
120302,苹果类,11.98
100404,调味鸡肉,19.6
220513,香瓜子,13.8
120106,菌菇类,9
151810,百利包加味奶,2
201499,其它酱菜,9.8
150501,冷藏原味酸乳,4.2
120102,根茎,5.8
312102,整理箱,15
120103,芽菜,2.78
120501,咸菜干货,2
120104,花果,5.8
120313,其它水果,10
340799,其他女袜,69
201404,蔬菜,3.9
120102,根茎,2.56
120102,根茎,2.56
120204,豆干豆皮,7.76
220108,粗粮/蔬菜,4.9
220599,其他炒货,43.8
151803,利乐砖营养奶,3.8
120104,花果,1.98
120104,花果,7.8
301801,日用卫生巾,7.9
220399,其他膨化点心,2.9
151810,百利包加味奶,2
120301,柑桔柚类,2
300204,厨房清洁剂,19.7
120105,鲜调味,6.56
220301,米制点心,8.7
151803,利乐砖营养奶,3.1
120104,花果,2.58
150502,冷藏加味酸乳,7.5
152101,新鲜蛋品,6.78
220302,袋装薯片,5.9
300602,洗衣液,9.9
120313,其它水果,11.98
120309,进口水果,17.6
120102,根茎,3.8
150504,冷藏乳酸菌,11
301603,无芯纸,1.7
220302,袋装薯片,3.9
301608,软抽纸巾,11.9
100101,鲜猪肉,27.8
120104,花果,5.8
301606,手帕纸,5.9
201107,滴醋,3.8
110302,干货虾蟹贝类,79.2
220603,禽肉,1.9
120104,花果,3.16
201103,凉拌酱油,4.9
152101,新鲜蛋品,6.78
120104,花果,9.6
100101,鲜猪肉,27.8
120102,根茎,3.96
120102,根茎,3.96
220502,带壳花生,5.9
220513,香瓜子,8.6
120104,花果,5.6
120104,花果,4.98
120313,其它水果,5.96
120205,豆类料理,4.5
120101,叶菜,3.96
120104,花果,1.8
341506,花色面巾,4.9
120104,花果,5.6
220103,威化,19.8
201107,滴醋,3.8
301603,无芯纸,15.9
151701,猪肉火腿肠,13.3
120309,进口水果,15.9
120309,进口水果,20
201302,辣酱,7.3
150104,片状火腿,3.9
332504,夹子,10.3
200601,散称白米,5.58
120101,叶菜,2.56
120102,根茎,3.96
201107,滴醋,3.8
120501,咸菜干货,2
120101,叶菜,1.96
200803,鸡精,4.3
201401,榨菜,1.7
150101,香肠类,18.3
120301,柑桔柚类,10
150505,冷藏营养酸乳,4.5
220701,硬糖,5.9
120302,苹果类,11.98
220905,黑/纯巧克力,7.9
120301,柑桔柚类,5
130101,凉拌素食,20
220202,蛋糕,7.3
220203,蛋卷,6.5
301801,日用卫生巾,11.9
120309,进口水果,17.6
120104,花果,1.98
220502,带壳花生,11.8
120104,花果,5.8
300206,餐具清洁剂,5.9
120104,花果,2.58
120106,菌菇类,5.5
150501,冷藏原味酸乳,14.9
220801,无糖口香糖,9.9
120104,花果,4.56
100104,猪骨,41.8
120105,鲜调味,5.98
120106,菌菇类,30
151806,利乐枕加味奶,2.8
220110,简装/压缩,19.8
220199,其他饼干,8.9
120101,叶菜,6.56
120106,菌菇类,16.8
120106,菌菇类,9
100101,鲜猪肉,19.8
152101,新鲜蛋品,6.78
200603,常规面粉,21.9
120107,有机蔬菜,5
100402,分割鸡件,35.8
220605,鱼类,1
220699,其他即食熟制品,1
120104,花果,9.96
201306,甜面/豆瓣酱,4.7
230799,其他乳饮料,4.9
120204,豆干豆皮,4.8
200803,鸡精,4.3
120101,叶菜,12
201103,凉拌酱油,6.9
301603,无芯纸,15.9
120104,花果,1.98
201104,其他酱油,8.9
150502,冷藏加味酸乳,15.5
220511,锅巴,3.5
220513,香瓜子,2.9
120102,根茎,5.8
200805,香辛粉,2.3
200301,牛肉口味,4.9
152101,新鲜蛋品,6.78
220512,豆类,3
120501,咸菜干货,2
100104,猪骨,41.8
130201,卤制畜类,90
301802,夜用卫生巾,6.3
301304,儿童牙刷,4
120301,柑桔柚类,3.98
120106,菌菇类,5.8
120102,根茎,3.96
230705,乳酸菌饮料,2.5
220204,沙琪玛,17.8
220512,豆类,19.8
120106,菌菇类,30
220111,趣味/休闲,6.5
220599,其他炒货,19.9
150501,冷藏原味酸乳,14.9
130801,现制蒸类,0.5
230404,奶茶,4.7
220512,豆类,19.8
220513,香瓜子,17
301802,夜用卫生巾,5.7
120301,柑桔柚类,2
341502,花色方巾,5.5
120309,进口水果,15.9
100703,冷冻畜类,39.6
150505,冷藏营养酸乳,9.9
300601,洗衣粉,15.9
120205,豆类料理,27.2
120104,花果,5.8
120104,花果,5.8
120104,花果,2.58
301608,软抽纸巾,15.9
120101,叶菜,6.56
200607,杂粮,13.8
120102,根茎,1.8
120102,根茎,7.8
120307,蕉类,5.96
120104,花果,3.96
311706,锅刷,6
220199,其他饼干,59.8
220801,无糖口香糖,10.9
100402,分割鸡件,35.8
220107,酥性,19.6
220106,钙奶,2.7
220905,黑/纯巧克力,79.6
151304,原味馒头,4.3
151899,其他常温乳品,3
120309,进口水果,17.6
120104,花果,7.6
210507,冲调食品礼盒,59
100101,鲜猪肉,19.8
220601,牛肉干,6.9
120303,梨类,11.98
120104,花果,5.8
120109,其它蔬菜,7.96
120501,咸菜干货,2
120309,进口水果,17.6
301603,无芯纸,1.9
120501,咸菜干货,2
201004,玉米油,87.9
120307,蕉类,5.96
120104,花果,2.58
220801,无糖口香糖,10.4
230901,国产黄啤,4
120106,菌菇类,6.56
200902,功能盐,2.3
201401,榨菜,2.7
200902,功能盐,2.8
120301,柑桔柚类,10
220405,山楂,6.9
220302,袋装薯片,1.9
220202,蛋糕,51.6
301608,软抽纸巾,9.7
200603,常规面粉,21.9
150202,冷藏豆干类,3.7
230399,其他果汁饮料,4.5
100104,猪骨,41.8
120104,花果,1.6
120104,花果,9.6
120302,苹果类,17.8
120302,苹果类,17.8
120101,叶菜,1.96
120501,咸菜干货,2
130603,中式水产熟菜,28
120101,叶菜,2.56
200603,常规面粉,32.9
120103,芽菜,1.76
120301,柑桔柚类,10
201302,辣酱,7.9
311601,简装保鲜膜,5.5
220513,香瓜子,17
220305,粟米类,2.9
220409,果蔬干,13.9
301608,软抽纸巾,14.9
220606,海苔,10.9
120109,其它蔬菜,2
230101,可乐型,3
100402,分割鸡件,35.8
220204,沙琪玛,17.8
201111,料酒,3.9
301603,无芯纸,1.7
220402,枣,8.3
120102,根茎,3.96
120102,根茎,3.96
120307,蕉类,9.98
210107,全脂奶粉,19.9
152101,新鲜蛋品,6.78
221003,杯装果冻,2.5
100101,鲜猪肉,19.8
220599,其他炒货,4.3
120109,其它蔬菜,2
220699,其他即食熟制品,1
100101,鲜猪肉,19.8
120101,叶菜,1.96
120106,菌菇类,18
220703,软糖,1
301801,日用卫生巾,5.7
200204,海鲜口味,14.7
120106,菌菇类,9
200803,鸡精,4.3
200303,禽肉口味,5.7
100101,鲜猪肉,19.8
341004,靠垫,15
150504,冷藏乳酸菌,12.9
100101,鲜猪肉,19.8
210301,咖啡,9.9
120102,根茎,3.96
301804,卫生护垫,4.7
220513,香瓜子,5.3
220202,蛋糕,8.9
150501,冷藏原味酸乳,11.9
151806,利乐枕加味奶,2.8
220208,散称糕点,25.8
120107,有机蔬菜,5
200608,杂粮粉,4.4
220902,夹心巧克力,4.5
152101,新鲜蛋品,8.5
341004,靠垫,15
120106,菌菇类,6.56
220603,禽肉,1.2
220699,其他即食熟制品,1
120309,进口水果,17.6
100101,鲜猪肉,19.8
200301,牛肉口味,3.7
220515,南瓜子,8.9
120101,叶菜,1.96
120201,豆腐,1.5
301301,成人牙膏,8.9
220799,其他糖果,1
301603,无芯纸,15.9
120105,鲜调味,6.56
120104,花果,9.6
120201,豆腐,1.5
301301,成人牙膏,8.9
220513,香瓜子,13.8
220710,棒糖,10.9
200601,散称白米,5.58
120104,花果,1.98
120109,其它蔬菜,2
210601,蜂蜜,29.9
120106,菌菇类,16.8
120102,根茎,3.96
220302,袋装薯片,5.9
343104,男布/绒面拖鞋,37
120313,其它水果,30
152101,新鲜蛋品,6.78
120106,菌菇类,3.5
120102,根茎,4
201111,料酒,6.7
220606,海苔,5.7
120106,菌菇类,16.8
201109,白醋,2.7
200204,海鲜口味,14.7
231102,普通低度白酒,19.9
120101,叶菜,1.96
151701,猪肉火腿肠,13.3
220107,酥性,19.6
200204,海鲜口味,14.7
120101,叶菜,6
120303,梨类,3.18
120102,根茎,2.56
220605,鱼类,1
120102,根茎,2.56
120104,花果,12
120501,咸菜干货,2
201111,料酒,5.9
109903,肉禽包装原料,28
220607,豆干类,1.3
220701,硬糖,2
151803,利乐砖营养奶,76
201201,芝麻油,8.9
300602,洗衣液,17.9
200501,挂面,5.3
230703,纯味酸乳饮,24.9
220299,其他糕点,19.8
120102,根茎,4
120106,菌菇类,16.8
200601,散称白米,5.58
130102,凉拌荤食,35.6
340201,盒装女内裤,24
220102,夹心,4.3
220512,豆类,3
130801,现制蒸类,0.5
120301,柑桔柚类,10
120309,进口水果,15.9
201401,榨菜,1.7
200603,常规面粉,21.9
201107,滴醋,3.8
152101,新鲜蛋品,6.78
301802,夜用卫生巾,7.9
220301,米制点心,27.8
120302,苹果类,11.98
301303,成人牙刷,8.9
120106,菌菇类,16.8
220513,香瓜子,5.2
100101,鲜猪肉,19.8
220699,其他即食熟制品,1.2
120105,鲜调味,9.6
120101,叶菜,4.98
152101,新鲜蛋品,6.78
151302,咸馅包子,19.3
120101,叶菜,5.6
120313,其它水果,9.98
220513,香瓜子,4.3
120101,叶菜,6.56
150802,冷冻年糕,7.7
120101,叶菜,12
201111,料酒,6.9
150505,冷藏营养酸乳,8.3
221003,杯装果冻,3.5
120102,根茎,3.96
120106,菌菇类,16.8
120302,苹果类,11.98
120201,豆腐,2.96
220106,钙奶,4.7
150501,冷藏原味酸乳,11.8
151806,利乐枕加味奶,2.8
220601,牛肉干,10.9
120102,根茎,3.98
120104,花果,16
120301,柑桔柚类,10
100404,调味鸡肉,19.6
220106,钙奶,2.7
120106,菌菇类,18
201101,老抽酱油,7.9
100101,鲜猪肉,19.8
120104,花果,1.98
201103,凉拌酱油,6.7
120313,其它水果,30
200902,功能盐,2.3
201107,滴醋,3.8
221003,杯装果冻,4
120106,菌菇类,9
100402,分割鸡件,35.8
100101,鲜猪肉,19.8
120106,菌菇类,5.5
120102,根茎,7.8
120309,进口水果,17.6
120104,花果,1.98
210501,麦片/粉,17.3
150501,冷藏原味酸乳,6.5
120302,苹果类,17.8
200105,干脆面,0.5
220801,无糖口香糖,2.9
120107,有机蔬菜,5
200602,袋装白米,36.9
120305,瓜类,19.8
200101,牛肉口味,3
200101,牛肉口味,3.5
200607,杂粮,18.3
200704,蔬菜,70
301801,日用卫生巾,7.9
201105,香醋,1.3
220103,威化,19.8
220301,米制点心,8.7
220409,果蔬干,11.9
220905,黑/纯巧克力,13.5
120303,梨类,3.18
201004,玉米油,87.9
220515,南瓜子,8.3
220201,派,18.9
152101,新鲜蛋品,6.78
120102,根茎,6.56
120104,花果,12
120309,进口水果,17.6
220605,鱼类,1
220699,其他即食熟制品,2.7
100402,分割鸡件,25.6
200709,粉丝/条,6.8
201109,白醋,2.7
120301,柑桔柚类,2
120106,菌菇类,5.8
201111,料酒,1.1
220301,米制点心,27.8
100104,猪骨,23.8
120107,有机蔬菜,5
220599,其他炒货,35.8
220405,山楂,7.5
221101,进口休闲食品,12.8
151099,其它水饺,9.3
120307,蕉类,9.98
100101,鲜猪肉,29.8
120105,鲜调味,6.56
200601,散称白米,4.2
200902,功能盐,2.8
200602,袋装白米,35.9
301603,无芯纸,15.5
120101,叶菜,5.56
151503,火锅丸类,32.6
220705,润喉糖,12.5
120104,花果,1.98
200805,香辛粉,3.3
120101,叶菜,1.96
201401,榨菜,1.5
220301,米制点心,2.8
221202,无糖休闲食品,12
151810,百利包加味奶,2
100101,鲜猪肉,19.8
200607,杂粮,13.8
130201,卤制畜类,56
220208,散称糕点,15.8
152101,新鲜蛋品,19.2
200705,桂圆,27.7
120104,花果,2.58
120101,叶菜,4.98
120102,根茎,5.56
120106,菌菇类,18
220606,海苔,4.9
150504,冷藏乳酸菌,11
220608,肉松,9.5
120301,柑桔柚类,10
220512,豆类,3
120102,根茎,3.96
100101,鲜猪肉,29.8
201302,辣酱,7.9
120102,根茎,2.56
120102,根茎,3.96
200103,禽肉口味,3
151704,蔬菜火腿肠,8.3
201502,水果罐头,14.9
201401,榨菜,1.7
120106,菌菇类,16.8
100402,分割鸡件,25.6
151806,利乐枕加味奶,2.8
201401,榨菜,0.5
120102,根茎,1.96
120104,花果,1.8
220107,酥性,3.7
150502,冷藏加味酸乳,7.5
220205,中式糕点,19.6
